date,ndvi_mean
2008-01-01,0.014144361737687476
2008-02-01,0.05886239315416386
2008-03-01,0.14344959026402584
2008-04-01,0.1728845760059557
2008-05-01,0.16445092808103193
2008-06-01,0.1517821168772774
2008-07-01,0.1562043406126059
2008-08-01,0.15653326992581804
2008-09-01,0.1482255773196672
2008-10-01,0.13493236613135695
2008-11-01,0.12059611890681204
2008-12-01,0.10080434311064816
2009-01-01,0.07642550063397778
2009-02-01,0.12680375070460903
2009-03-01,0.17690902206081627
2009-04-01,0.22324154137663318
2009-05-01,0.19740603085892539
2009-06-01,0.16568365581727817
2009-07-01,0.16427929598868088
2009-08-01,0.1715118730901092
2009-09-01,0.16376952002104542
2009-10-01,0.14675344125748702
2009-11-01,0.13048600379448283
2009-12-01,0.12039664821381152
2010-01-01,0.10734528066762514
2010-02-01,0.10285746365415256
2010-03-01,0.1696248625472958
2010-04-01,0.19946412228981694
2010-05-01,0.1802418528581857
2010-06-01,0.16993834079753348
2010-07-01,0.17418279345605908
2010-08-01,0.1734858255316247
2010-09-01,0.16170507501676915
2010-10-01,0.14579228379005416
2010-11-01,0.13272442232507436
2010-12-01,0.11978213095059666
2011-01-01,0.10119370713632687
2011-02-01,0.08928973141086637
2011-03-01,0.1332528545665631
2011-04-01,0.1634641379652556
2011-05-01,0.16411889981547262
2011-06-01,0.15505156232895642
2011-07-01,0.15327990850286607
2011-08-01,0.1584680559332085
2011-09-01,0.15145995376793656
2011-10-01,0.14227300932770626
2011-11-01,0.1265281432775222
2011-12-01,0.10315830934290993
2012-01-01,0.06906540759659531
2012-02-01,0.06277220214380208
2012-03-01,0.12146881113152344
2012-04-01,0.17653080334081767
2012-05-01,0.18231016645420234
2012-06-01,0.17433438839261223
2012-07-01,0.17431485088837448
2012-08-01,0.1737714717418544
2012-09-01,0.15949486377610333
2012-10-01,0.1408831445416945
2012-11-01,0.13455102696493695
2012-12-01,0.08589832575736012
2013-01-01,0.08030842797716713
2013-02-01,0.12689661073216071
2013-03-01,0.16713838517633547
2013-04-01,0.2034675190481327
2013-05-01,0.18686695416723226
2013-06-01,0.1684002844605462
2013-07-01,0.17099812137062934
2013-08-01,0.1735890738993005
2013-09-01,0.15727472281070676
2013-10-01,0.1458104903584302
2013-11-01,0.13131066479009193
2013-12-01,0.10997537635606768
2014-01-01,0.08161159660412236
2014-02-01,0.0699592593546878
2014-03-01,0.14443201068124423
2014-04-01,0.18197044914704044
2014-05-01,0.1736694334477565
2014-06-01,0.16035088140067708
2014-07-01,0.15978346324036927
2014-08-01,0.16035055956282043
2014-09-01,0.15378214144085386
2014-10-01,0.14327711634000279
2014-11-01,0.13092488992103343
2014-12-01,0.12246350673405126
2015-01-01,0.11145670855539197
2015-02-01,0.13678036285329107
2015-03-01,0.16954792126604531
2015-04-01,0.19839757313145984
2015-05-01,0.18618815394092525
2015-06-01,0.1702007755833541
2015-07-01,0.17378225611791434
2015-08-01,0.17584107631782092
2015-09-01,0.16294602018677137
2015-10-01,0.1535265606048503
2015-11-01,0.15010495936081192
2015-12-01,0.14393081807159738
2016-01-01,0.13774252561556546
2016-02-01,0.14474593424648313
2016-03-01,0.1953578870138617
2016-04-01,0.22681001083137453
2016-05-01,0.1958188131173927
2016-06-01,0.17583162102634037
2016-07-01,0.18037548118362015
2016-08-01,0.17698729798793644
2016-09-01,0.16328722123416825
2016-10-01,0.15160397727158376
2016-11-01,0.10212106337676347
2016-12-01,0.11368876972840433
2017-01-01,0.12012233515436063
2017-02-01,0.10669362086247954
2017-03-01,0.15535817624423015
2017-04-01,0.20943073078160152
2017-05-01,0.19337773529129318
2017-06-01,0.18264621475647863
2017-07-01,0.18166293134018777
2017-08-01,0.18009893364528512
2017-09-01,0.17342650657132636
2017-10-01,0.15530417796697857
2017-11-01,0.14741442976828242
2017-12-01,0.10168632961245795
2018-01-01,0.10251308678686827
2018-02-01,0.10397963694595974
2018-03-01,0.16029574897142243
2018-04-01,0.18971583890736907
2018-05-01,0.18101287680386635
2018-06-01,0.16909141789102178
2018-07-01,0.1681232752296551
2018-08-01,0.17163884723869907
2018-09-01,0.16185640991503986
2018-10-01,0.14648687648959013
2018-11-01,0.1409323900230231
2018-12-01,0.13249306402686445
2019-01-01,0.13172658444073174
2019-02-01,0.14209539537595445
2019-03-01,0.19512993596160155
2019-04-01,0.2436946071490008
2019-05-01,0.20285441555103612
2019-06-01,0.18000810065456768
2019-07-01,0.18209793443468372
2019-08-01,0.18294701958519513
2019-09-01,0.16971184420262977
2019-10-01,0.1564608344068374
2019-11-01,0.14539478672881842
2019-12-01,0.13808180320216945
2020-01-01,0.13105458948154228
2020-02-01,0.14396645509972372
2020-03-01,0.17474126429917838
2020-04-01,0.20828593603342901
2020-05-01,0.19603994319443757
2020-06-01,0.17521888935843907
2020-07-01,0.18064541548318055
2020-08-01,0.18541202474370777
2020-09-01,0.16575069880967003
2020-10-01,0.1397599211367183
2020-11-01,0.12461975449077062
2020-12-01,0.11494243563631171
2021-01-01,0.11385307354578468
2021-02-01,0.12833765450468976
2021-03-01,0.1468526996924552
2021-04-01,0.17757042593796785
2021-05-01,0.17111171460805424
2021-06-01,0.16153121707373191
2021-07-01,0.16598602449248476
2021-08-01,0.16698727300996474
2021-09-01,0.15311717985146653
2021-10-01,0.13898294898233174
2021-11-01,0.12230844563261031
2021-12-01,0.11140054446548846
2022-01-01,0.09906092330084586
2022-02-01,0.1254655938847379
2022-03-01,0.16201836290581592
2022-04-01,0.2055246098125443
2022-05-01,0.18299972201919315
2022-06-01,0.1683091350931302
2022-07-01,0.17090134305173205
2022-08-01,0.17011627976078555
2022-09-01,0.15897812422234997
2022-10-01,0.15310336947199468
2022-11-01,0.15828660770915678
2022-12-01,0.145369879384108
2023-01-01,0.11024221569150963
2023-02-01,0.1405642312541842
